Code,State Code,County Code,County Name/State Abbreviation,Year,Labor Force,Employed,Unemployed,Unemployment Rate (%),State,Unemployed Rate Category
CN5160000000000,51.0,600.0,"Fairfax city, VA",2015.0,12853.0,12409.0,444.0,3.5,VA,Low
CN5161000000000,51.0,610.0,"Falls Church city, VA",2015.0,7878.0,7641.0,237.0,3.0,VA,Low
CN5162000000000,51.0,620.0,"Franklin city, VA",2015.0,3622.0,3382.0,240.0,6.6,VA,Medium
CN5163000000000,51.0,630.0,"Fredericksburg city, VA",2015.0,13419.0,12712.0,707.0,5.3,VA,Medium
CN5164000000000,51.0,640.0,"Galax city, VA",2015.0,2957.0,2798.0,159.0,5.4,VA,Medium
CN5165000000000,51.0,650.0,"Hampton city, VA",2015.0,64501.0,60682.0,3819.0,5.9,VA,Medium
CN5166000000000,51.0,660.0,"Harrisonburg city, VA",2015.0,23977.0,22722.0,1255.0,5.2,VA,Medium
CN5167000000000,51.0,670.0,"Hopewell city, VA",2015.0,9655.0,8933.0,722.0,7.5,VA,Medium
CN5167800000000,51.0,678.0,"Lexington city, VA",2015.0,2260.0,2108.0,152.0,6.7,VA,Medium
CN5168000000000,51.0,680.0,"Lynchburg city, VA",2015.0,35763.0,33791.0,1972.0,5.5,VA,Medium
CN5168300000000,51.0,683.0,"Manassas city, VA",2015.0,21681.0,20794.0,887.0,4.1,VA,Low
CN5168500000000,51.0,685.0,"Manassas Park city, VA",2015.0,8367.0,8022.0,345.0,4.1,VA,Low
CN5169000000000,51.0,690.0,"Martinsville city, VA",2015.0,5375.0,4909.0,466.0,8.7,VA,High
CN5170000000000,51.0,700.0,"Newport News city, VA",2015.0,89143.0,84369.0,4774.0,5.4,VA,Medium
CN5171000000000,51.0,710.0,"Norfolk city, VA",2015.0,110946.0,104840.0,6106.0,5.5,VA,Medium
CN5172000000000,51.0,720.0,"Norton city, VA",2015.0,1739.0,1620.0,119.0,6.8,VA,Medium
CN5173000000000,51.0,730.0,"Petersburg city, VA",2015.0,13547.0,12320.0,1227.0,9.1,VA,High
CN5173500000000,51.0,735.0,"Poquoson city, VA",2015.0,6226.0,5988.0,238.0,3.8,VA,Low
CN5174000000000,51.0,740.0,"Portsmouth city, VA",2015.0,44417.0,41689.0,2728.0,6.1,VA,Medium
CN5175000000000,51.0,750.0,"Radford city, VA",2015.0,8323.0,7859.0,464.0,5.6,VA,Medium
CN5176000000000,51.0,760.0,"Richmond city, VA",2015.0,113141.0,107324.0,5817.0,5.1,VA,Medium
CN5177000000000,51.0,770.0,"Roanoke city, VA",2015.0,49096.0,46728.0,2368.0,4.8,VA,Medium
CN5177500000000,51.0,775.0,"Salem city, VA",2015.0,12816.0,12258.0,558.0,4.4,VA,Low
CN5179000000000,51.0,790.0,"Staunton city, VA",2015.0,11857.0,11348.0,509.0,4.3,VA,Low
CN5180000000000,51.0,800.0,"Suffolk city, VA",2015.0,42458.0,40380.0,2078.0,4.9,VA,Medium
CN5181000000000,51.0,810.0,"Virginia Beach city, VA",2015.0,229696.0,219985.0,9711.0,4.2,VA,Low
CN5182000000000,51.0,820.0,"Waynesboro city, VA",2015.0,10050.0,9576.0,474.0,4.7,VA,Medium
CN5183000000000,51.0,830.0,"Williamsburg city, VA",2015.0,6682.0,6264.0,418.0,6.3,VA,Medium
CN5184000000000,51.0,840.0,"Winchester city, VA",2015.0,14256.0,13640.0,616.0,4.3,VA,Low
CN5300100000000,53.0,1.0,"Adams County, WA",2015.0,8617.0,8038.0,579.0,6.7,WA,Medium
CN5300300000000,53.0,3.0,"Asotin County, WA",2015.0,9682.0,9234.0,448.0,4.6,WA,Medium
CN5300500000000,53.0,5.0,"Benton County, WA",2015.0,91733.0,85797.0,5936.0,6.5,WA,Medium
CN5300700000000,53.0,7.0,"Chelan County, WA",2015.0,42646.0,40344.0,2302.0,5.4,WA,Medium
CN5300900000000,53.0,9.0,"Clallam County, WA",2015.0,26784.0,24680.0,2104.0,7.9,WA,Medium
CN5301100000000,53.0,11.0,"Clark County, WA",2015.0,214327.0,200966.0,13361.0,6.2,WA,Medium
CN5301300000000,53.0,13.0,"Columbia County, WA",2015.0,1693.0,1586.0,107.0,6.3,WA,Medium
CN5301500000000,53.0,15.0,"Cowlitz County, WA",2015.0,44093.0,40793.0,3300.0,7.5,WA,Medium
CN5301700000000,53.0,17.0,"Douglas County, WA",2015.0,19772.0,18547.0,1225.0,6.2,WA,Medium
CN5301900000000,53.0,19.0,"Ferry County, WA",2015.0,2472.0,2228.0,244.0,9.9,WA,High
CN5302100000000,53.0,21.0,"Franklin County, WA",2015.0,38958.0,36088.0,2870.0,7.4,WA,Medium
CN5302300000000,53.0,23.0,"Garfield County, WA",2015.0,930.0,874.0,56.0,6.0,WA,Medium
CN5302500000000,53.0,25.0,"Grant County, WA",2015.0,44688.0,41531.0,3157.0,7.1,WA,Medium
CN5302700000000,53.0,27.0,"Grays Harbor County, WA",2015.0,26897.0,24532.0,2365.0,8.8,WA,High
CN5302900000000,53.0,29.0,"Island County, WA",2015.0,31766.0,29885.0,1881.0,5.9,WA,Medium
CN5303100000000,53.0,31.0,"Jefferson County, WA",2015.0,11196.0,10422.0,774.0,6.9,WA,Medium
CN5303300000000,53.0,33.0,"King County, WA",2015.0,1185074.0,1136052.0,49022.0,4.1,WA,Low
CN5303500000000,53.0,35.0,"Kitsap County, WA",2015.0,115388.0,109174.0,6214.0,5.4,WA,Medium
CN5303700000000,53.0,37.0,"Kittitas County, WA",2015.0,20846.0,19591.0,1255.0,6.0,WA,Medium
CN5303900000000,53.0,39.0,"Klickitat County, WA",2015.0,9454.0,8796.0,658.0,7.0,WA,Medium
CN5304100000000,53.0,41.0,"Lewis County, WA",2015.0,31203.0,28657.0,2546.0,8.2,WA,High
CN5304300000000,53.0,43.0,"Lincoln County, WA",2015.0,4877.0,4601.0,276.0,5.7,WA,Medium
CN5304500000000,53.0,45.0,"Mason County, WA",2015.0,23007.0,21259.0,1748.0,7.6,WA,Medium
CN5304700000000,53.0,47.0,"Okanogan County, WA",2015.0,21230.0,19803.0,1427.0,6.7,WA,Medium
CN5304900000000,53.0,49.0,"Pacific County, WA",2015.0,8091.0,7385.0,706.0,8.7,WA,High
CN5305100000000,53.0,51.0,"Pend Oreille County, WA",2015.0,4596.0,4165.0,431.0,9.4,WA,High
CN5305300000000,53.0,53.0,"Pierce County, WA",2015.0,392279.0,367880.0,24399.0,6.2,WA,Medium
CN5305500000000,53.0,55.0,"San Juan County, WA",2015.0,7724.0,7363.0,361.0,4.7,WA,Medium
CN5305700000000,53.0,57.0,"Skagit County, WA",2015.0,56687.0,52969.0,3718.0,6.6,WA,Medium
CN5305900000000,53.0,59.0,"Skamania County, WA",2015.0,4946.0,4591.0,355.0,7.2,WA,Medium
CN5306100000000,53.0,61.0,"Snohomish County, WA",2015.0,404003.0,385767.0,18236.0,4.5,WA,Low
CN5306300000000,53.0,63.0,"Spokane County, WA",2015.0,227863.0,213461.0,14402.0,6.3,WA,Medium
CN5306500000000,53.0,65.0,"Stevens County, WA",2015.0,17432.0,15924.0,1508.0,8.7,WA,High
CN5306700000000,53.0,67.0,"Thurston County, WA",2015.0,125761.0,118488.0,7273.0,5.8,WA,Medium
CN5306900000000,53.0,69.0,"Wahkiakum County, WA",2015.0,1291.0,1179.0,112.0,8.7,WA,High
CN5307100000000,53.0,71.0,"Walla Walla County, WA",2015.0,28056.0,26459.0,1597.0,5.7,WA,Medium
CN5307300000000,53.0,73.0,"Whatcom County, WA",2015.0,104286.0,98270.0,6016.0,5.8,WA,Medium
CN5307500000000,53.0,75.0,"Whitman County, WA",2015.0,22767.0,21694.0,1073.0,4.7,WA,Medium
CN5307700000000,53.0,77.0,"Yakima County, WA",2015.0,121715.0,112179.0,9536.0,7.8,WA,Medium
CN5400100000000,54.0,1.0,"Barbour County, WV",2015.0,6979.0,6476.0,503.0,7.2,WV,Medium
CN5400300000000,54.0,3.0,"Berkeley County, WV",2015.0,54578.0,51968.0,2610.0,4.8,WV,Medium
CN5400500000000,54.0,5.0,"Boone County, WV",2015.0,8277.0,7490.0,787.0,9.5,WV,High
CN5400700000000,54.0,7.0,"Braxton County, WV",2015.0,5523.0,5042.0,481.0,8.7,WV,High
CN5400900000000,54.0,9.0,"Brooke County, WV",2015.0,10204.0,9475.0,729.0,7.1,WV,Medium
CN5401100000000,54.0,11.0,"Cabell County, WV",2015.0,41790.0,39572.0,2218.0,5.3,WV,Medium
CN5401300000000,54.0,13.0,"Calhoun County, WV",2015.0,2790.0,2450.0,340.0,12.2,WV,High
CN5401500000000,54.0,15.0,"Clay County, WV",2015.0,3307.0,2946.0,361.0,10.9,WV,High
CN5401700000000,54.0,17.0,"Doddridge County, WV",2015.0,3687.0,3488.0,199.0,5.4,WV,Medium
CN5401900000000,54.0,19.0,"Fayette County, WV",2015.0,16464.0,15083.0,1381.0,8.4,WV,High
CN5402100000000,54.0,21.0,"Gilmer County, WV",2015.0,2737.0,2528.0,209.0,7.6,WV,Medium
CN5402300000000,54.0,23.0,"Grant County, WV",2015.0,5830.0,5399.0,431.0,7.4,WV,Medium
CN5402500000000,54.0,25.0,"Greenbrier County, WV",2015.0,15543.0,14548.0,995.0,6.4,WV,Medium
CN5402700000000,54.0,27.0,"Hampshire County, WV",2015.0,9739.0,9209.0,530.0,5.4,WV,Medium
CN5402900000000,54.0,29.0,"Hancock County, WV",2015.0,13147.0,12146.0,1001.0,7.6,WV,Medium
CN5403100000000,54.0,31.0,"Hardy County, WV",2015.0,5533.0,5129.0,404.0,7.3,WV,Medium
CN5403300000000,54.0,33.0,"Harrison County, WV",2015.0,32228.0,30244.0,1984.0,6.2,WV,Medium
CN5403500000000,54.0,35.0,"Jackson County, WV",2015.0,12050.0,11202.0,848.0,7.0,WV,Medium
CN5403700000000,54.0,37.0,"Jefferson County, WV",2015.0,28100.0,26973.0,1127.0,4.0,WV,Low
CN5403900000000,54.0,39.0,"Kanawha County, WV",2015.0,87250.0,82145.0,5105.0,5.9,WV,Medium
CN5404100000000,54.0,41.0,"Lewis County, WV",2015.0,7057.0,6489.0,568.0,8.0,WV,Medium
CN5404300000000,54.0,43.0,"Lincoln County, WV",2015.0,7437.0,6729.0,708.0,9.5,WV,High
CN5404500000000,54.0,45.0,"Logan County, WV",2015.0,11620.0,10345.0,1275.0,11.0,WV,High
CN5404700000000,54.0,47.0,"McDowell County, WV",2015.0,5399.0,4726.0,673.0,12.5,WV,High
CN5404900000000,54.0,49.0,"Marion County, WV",2015.0,26326.0,24564.0,1762.0,6.7,WV,Medium
CN5405100000000,54.0,51.0,"Marshall County, WV",2015.0,14211.0,13035.0,1176.0,8.3,WV,High
CN5405300000000,54.0,53.0,"Mason County, WV",2015.0,10078.0,9241.0,837.0,8.3,WV,High
CN5405500000000,54.0,55.0,"Mercer County, WV",2015.0,22225.0,20650.0,1575.0,7.1,WV,Medium
CN5405700000000,54.0,57.0,"Mineral County, WV",2015.0,11757.0,10915.0,842.0,7.2,WV,Medium
CN5405900000000,54.0,59.0,"Mingo County, WV",2015.0,7303.0,6362.0,941.0,12.9,WV,High
CN5406100000000,54.0,61.0,"Monongalia County, WV",2015.0,51084.0,48736.0,2348.0,4.6,WV,Medium
CN5406300000000,54.0,63.0,"Monroe County, WV",2015.0,5818.0,5502.0,316.0,5.4,WV,Medium
CN5406500000000,54.0,65.0,"Morgan County, WV",2015.0,7563.0,7158.0,405.0,5.4,WV,Medium
CN5406700000000,54.0,67.0,"Nicholas County, WV",2015.0,10046.0,9158.0,888.0,8.8,WV,High
CN5406900000000,54.0,69.0,"Ohio County, WV",2015.0,20909.0,19764.0,1145.0,5.5,WV,Medium
CN5407100000000,54.0,71.0,"Pendleton County, WV",2015.0,3618.0,3454.0,164.0,4.5,WV,Low
CN5407300000000,54.0,73.0,"Pleasants County, WV",2015.0,3019.0,2768.0,251.0,8.3,WV,High
CN5407500000000,54.0,75.0,"Pocahontas County, WV",2015.0,3632.0,3343.0,289.0,8.0,WV,Medium
CN5407700000000,54.0,77.0,"Preston County, WV",2015.0,14811.0,13909.0,902.0,6.1,WV,Medium
CN5407900000000,54.0,79.0,"Putnam County, WV",2015.0,25842.0,24430.0,1412.0,5.5,WV,Medium
CN5408100000000,54.0,81.0,"Raleigh County, WV",2015.0,30696.0,28484.0,2212.0,7.2,WV,Medium
CN5408300000000,54.0,83.0,"Randolph County, WV",2015.0,12037.0,11213.0,824.0,6.8,WV,Medium
CN5408500000000,54.0,85.0,"Ritchie County, WV",2015.0,4546.0,4236.0,310.0,6.8,WV,Medium
CN5408700000000,54.0,87.0,"Roane County, WV",2015.0,5278.0,4685.0,593.0,11.2,WV,High
CN5408900000000,54.0,89.0,"Summers County, WV",2015.0,4573.0,4259.0,314.0,6.9,WV,Medium
CN5409100000000,54.0,91.0,"Taylor County, WV",2015.0,7832.0,7374.0,458.0,5.8,WV,Medium
CN5409300000000,54.0,93.0,"Tucker County, WV",2015.0,3465.0,3258.0,207.0,6.0,WV,Medium
CN5409500000000,54.0,95.0,"Tyler County, WV",2015.0,3697.0,3359.0,338.0,9.1,WV,High
CN5409700000000,54.0,97.0,"Upshur County, WV",2015.0,9771.0,9005.0,766.0,7.8,WV,Medium
CN5409900000000,54.0,99.0,"Wayne County, WV",2015.0,15751.0,14657.0,1094.0,6.9,WV,Medium
CN5410100000000,54.0,101.0,"Webster County, WV",2015.0,3512.0,3253.0,259.0,7.4,WV,Medium
CN5410300000000,54.0,103.0,"Wetzel County, WV",2015.0,7238.0,6531.0,707.0,9.8,WV,High
CN5410500000000,54.0,105.0,"Wirt County, WV",2015.0,2281.0,2050.0,231.0,10.1,WV,High
CN5410700000000,54.0,107.0,"Wood County, WV",2015.0,37513.0,35206.0,2307.0,6.1,WV,Medium
CN5410900000000,54.0,109.0,"Wyoming County, WV",2015.0,7833.0,7095.0,738.0,9.4,WV,High
CN5500100000000,55.0,1.0,"Adams County, WI",2015.0,8302.0,7713.0,589.0,7.1,WI,Medium
CN5500300000000,55.0,3.0,"Ashland County, WI",2015.0,7901.0,7418.0,483.0,6.1,WI,Medium
CN5500500000000,55.0,5.0,"Barron County, WI",2015.0,24396.0,23207.0,1189.0,4.9,WI,Medium
CN5500700000000,55.0,7.0,"Bayfield County, WI",2015.0,7505.0,6894.0,611.0,8.1,WI,High
CN5500900000000,55.0,9.0,"Brown County, WI",2015.0,138906.0,133376.0,5530.0,4.0,WI,Low
CN5501100000000,55.0,11.0,"Buffalo County, WI",2015.0,6518.0,6206.0,312.0,4.8,WI,Medium
CN5501300000000,55.0,13.0,"Burnett County, WI",2015.0,7249.0,6754.0,495.0,6.8,WI,Medium
CN5501500000000,55.0,15.0,"Calumet County, WI",2015.0,27398.0,26443.0,955.0,3.5,WI,Low
CN5501700000000,55.0,17.0,"Chippewa County, WI",2015.0,33064.0,31542.0,1522.0,4.6,WI,Medium
CN5501900000000,55.0,19.0,"Clark County, WI",2015.0,17384.0,16641.0,743.0,4.3,WI,Low
CN5502100000000,55.0,21.0,"Columbia County, WI",2015.0,31265.0,29930.0,1335.0,4.3,WI,Low
CN5502300000000,55.0,23.0,"Crawford County, WI",2015.0,7882.0,7432.0,450.0,5.7,WI,Medium
CN5502500000000,55.0,25.0,"Dane County, WI",2015.0,310088.0,300430.0,9658.0,3.1,WI,Low
CN5502700000000,55.0,27.0,"Dodge County, WI",2015.0,47425.0,45384.0,2041.0,4.3,WI,Low
CN5502900000000,55.0,29.0,"Door County, WI",2015.0,15436.0,14433.0,1003.0,6.5,WI,Medium
CN5503100000000,55.0,31.0,"Douglas County, WI",2015.0,23293.0,22165.0,1128.0,4.8,WI,Medium
CN5503300000000,55.0,33.0,"Dunn County, WI",2015.0,23715.0,22673.0,1042.0,4.4,WI,Low
CN5503500000000,55.0,35.0,"Eau Claire County, WI",2015.0,58024.0,55864.0,2160.0,3.7,WI,Low
CN5503700000000,55.0,37.0,"Florence County, WI",2015.0,2206.0,2061.0,145.0,6.6,WI,Medium
CN5503900000000,55.0,39.0,"Fond du Lac County, WI",2015.0,56896.0,54630.0,2266.0,4.0,WI,Low
CN5504100000000,55.0,41.0,"Forest County, WI",2015.0,3984.0,3693.0,291.0,7.3,WI,Medium
CN5504300000000,55.0,43.0,"Grant County, WI",2015.0,28094.0,26891.0,1203.0,4.3,WI,Low
CN5504500000000,55.0,45.0,"Green County, WI",2015.0,21042.0,20259.0,783.0,3.7,WI,Low
CN5504700000000,55.0,47.0,"Green Lake County, WI",2015.0,9966.0,9439.0,527.0,5.3,WI,Medium
CN5504900000000,55.0,49.0,"Iowa County, WI",2015.0,13659.0,13093.0,566.0,4.1,WI,Low
CN5505100000000,55.0,51.0,"Iron County, WI",2015.0,2612.0,2388.0,224.0,8.6,WI,High
CN5505300000000,55.0,53.0,"Jackson County, WI",2015.0,10321.0,9840.0,481.0,4.7,WI,Medium
CN5505500000000,55.0,55.0,"Jefferson County, WI",2015.0,45541.0,43657.0,1884.0,4.1,WI,Low
CN5505700000000,55.0,57.0,"Juneau County, WI",2015.0,13475.0,12799.0,676.0,5.0,WI,Medium
CN5505900000000,55.0,59.0,"Kenosha County, WI",2015.0,87124.0,82773.0,4351.0,5.0,WI,Medium
CN5506100000000,55.0,61.0,"Kewaunee County, WI",2015.0,10867.0,10433.0,434.0,4.0,WI,Low
CN5506300000000,55.0,63.0,"La Crosse County, WI",2015.0,66464.0,63958.0,2506.0,3.8,WI,Low
CN5506500000000,55.0,65.0,"Lafayette County, WI",2015.0,9725.0,9376.0,349.0,3.6,WI,Low
CN5506700000000,55.0,67.0,"Langlade County, WI",2015.0,9447.0,8886.0,561.0,5.9,WI,Medium
CN5506900000000,55.0,69.0,"Lincoln County, WI",2015.0,15217.0,14475.0,742.0,4.9,WI,Medium
CN5507100000000,55.0,71.0,"Manitowoc County, WI",2015.0,41789.0,39741.0,2048.0,4.9,WI,Medium
CN5507300000000,55.0,73.0,"Marathon County, WI",2015.0,73287.0,70401.0,2886.0,3.9,WI,Low
CN5507500000000,55.0,75.0,"Marinette County, WI",2015.0,20691.0,19515.0,1176.0,5.7,WI,Medium
CN5507700000000,55.0,77.0,"Marquette County, WI",2015.0,7476.0,7028.0,448.0,6.0,WI,Medium
CN5507800000000,55.0,78.0,"Menominee County, WI",2015.0,1598.0,1447.0,151.0,9.4,WI,High
CN5507900000000,55.0,79.0,"Milwaukee County, WI",2015.0,475735.0,448993.0,26742.0,5.6,WI,Medium
CN5508100000000,55.0,81.0,"Monroe County, WI",2015.0,22778.0,21787.0,991.0,4.4,WI,Low
CN5508300000000,55.0,83.0,"Oconto County, WI",2015.0,20288.0,19266.0,1022.0,5.0,WI,Medium
CN5508500000000,55.0,85.0,"Oneida County, WI",2015.0,18582.0,17536.0,1046.0,5.6,WI,Medium
CN5508700000000,55.0,87.0,"Outagamie County, WI",2015.0,101717.0,97778.0,3939.0,3.9,WI,Low
CN5508900000000,55.0,89.0,"Ozaukee County, WI",2015.0,48129.0,46393.0,1736.0,3.6,WI,Low
CN5509100000000,55.0,91.0,"Pepin County, WI",2015.0,4097.0,3930.0,167.0,4.1,WI,Low
CN5509300000000,55.0,93.0,"Pierce County, WI",2015.0,24077.0,23152.0,925.0,3.8,WI,Low
CN5509500000000,55.0,95.0,"Polk County, WI",2015.0,24544.0,23386.0,1158.0,4.7,WI,Medium
CN5509700000000,55.0,97.0,"Portage County, WI",2015.0,39484.0,37715.0,1769.0,4.5,WI,Low
CN5509900000000,55.0,99.0,"Price County, WI",2015.0,6834.0,6537.0,297.0,4.3,WI,Low
CN5510100000000,55.0,101.0,"Racine County, WI",2015.0,99081.0,93644.0,5437.0,5.5,WI,Medium
CN5510300000000,55.0,103.0,"Richland County, WI",2015.0,9271.0,8891.0,380.0,4.1,WI,Low
CN5510500000000,55.0,105.0,"Rock County, WI",2015.0,83122.0,78910.0,4212.0,5.1,WI,Medium
CN5510700000000,55.0,107.0,"Rusk County, WI",2015.0,6978.0,6605.0,373.0,5.3,WI,Medium
CN5510900000000,55.0,109.0,"St. Croix County, WI",2015.0,48697.0,46875.0,1822.0,3.7,WI,Low
CN5511100000000,55.0,111.0,"Sauk County, WI",2015.0,35218.0,33806.0,1412.0,4.0,WI,Low
CN5511300000000,55.0,113.0,"Sawyer County, WI",2015.0,7787.0,7187.0,600.0,7.7,WI,Medium
CN5511500000000,55.0,115.0,"Shawano County, WI",2015.0,21231.0,20221.0,1010.0,4.8,WI,Medium
CN5511700000000,55.0,117.0,"Sheboygan County, WI",2015.0,61110.0,58857.0,2253.0,3.7,WI,Low
CN5511900000000,55.0,119.0,"Taylor County, WI",2015.0,10672.0,10214.0,458.0,4.3,WI,Low
CN5512100000000,55.0,121.0,"Trempealeau County, WI",2015.0,16576.0,15943.0,633.0,3.8,WI,Low
CN5512300000000,55.0,123.0,"Vernon County, WI",2015.0,15456.0,14836.0,620.0,4.0,WI,Low
CN5512500000000,55.0,125.0,"Vilas County, WI",2015.0,9970.0,9287.0,683.0,6.9,WI,Medium
CN5512700000000,55.0,127.0,"Walworth County, WI",2015.0,56843.0,54266.0,2577.0,4.5,WI,Low
CN5512900000000,55.0,129.0,"Washburn County, WI",2015.0,7935.0,7519.0,416.0,5.2,WI,Medium
CN5513100000000,55.0,131.0,"Washington County, WI",2015.0,75890.0,73109.0,2781.0,3.7,WI,Low
CN5513300000000,55.0,133.0,"Waukesha County, WI",2015.0,220891.0,212689.0,8202.0,3.7,WI,Low
CN5513500000000,55.0,135.0,"Waupaca County, WI",2015.0,26970.0,25748.0,1222.0,4.5,WI,Low
CN5513700000000,55.0,137.0,"Waushara County, WI",2015.0,11454.0,10751.0,703.0,6.1,WI,Medium
CN5513900000000,55.0,139.0,"Winnebago County, WI",2015.0,91233.0,87453.0,3780.0,4.1,WI,Low
CN5514100000000,55.0,141.0,"Wood County, WI",2015.0,34328.0,32481.0,1847.0,5.4,WI,Medium
CN5600100000000,56.0,1.0,"Albany County, WY",2015.0,20471.0,19836.0,635.0,3.1,WY,Low
CN5600300000000,56.0,3.0,"Big Horn County, WY",2015.0,5513.0,5272.0,241.0,4.4,WY,Low
CN5600500000000,56.0,5.0,"Campbell County, WY",2015.0,25599.0,24606.0,993.0,3.9,WY,Low
CN5600700000000,56.0,7.0,"Carbon County, WY",2015.0,8368.0,8061.0,307.0,3.7,WY,Low
CN5600900000000,56.0,9.0,"Converse County, WY",2015.0,8247.0,7949.0,298.0,3.6,WY,Low
CN5601100000000,56.0,11.0,"Crook County, WY",2015.0,3679.0,3552.0,127.0,3.5,WY,Low
CN5601300000000,56.0,13.0,"Fremont County, WY",2015.0,20074.0,18977.0,1097.0,5.5,WY,Medium
CN5601500000000,56.0,15.0,"Goshen County, WY",2015.0,7023.0,6795.0,228.0,3.2,WY,Low
CN5601700000000,56.0,17.0,"Hot Springs County, WY",2015.0,2380.0,2282.0,98.0,4.1,WY,Low
CN5601900000000,56.0,19.0,"Johnson County, WY",2015.0,4167.0,3966.0,201.0,4.8,WY,Medium
CN5602100000000,56.0,21.0,"Laramie County, WY",2015.0,48225.0,46341.0,1884.0,3.9,WY,Low
CN5602300000000,56.0,23.0,"Lincoln County, WY",2015.0,8343.0,7955.0,388.0,4.7,WY,Medium
CN5602500000000,56.0,25.0,"Natrona County, WY",2015.0,42482.0,40431.0,2051.0,4.8,WY,Medium
CN5602700000000,56.0,27.0,"Niobrara County, WY",2015.0,1317.0,1278.0,39.0,3.0,WY,Low
CN5602900000000,56.0,29.0,"Park County, WY",2015.0,15637.0,14974.0,663.0,4.2,WY,Low
CN5603100000000,56.0,31.0,"Platte County, WY",2015.0,4871.0,4683.0,188.0,3.9,WY,Low
CN5603300000000,56.0,33.0,"Sheridan County, WY",2015.0,15799.0,15139.0,660.0,4.2,WY,Low
CN5603500000000,56.0,35.0,"Sublette County, WY",2015.0,4531.0,4298.0,233.0,5.1,WY,Medium
CN5603700000000,56.0,37.0,"Sweetwater County, WY",2015.0,22556.0,21509.0,1047.0,4.6,WY,Medium
CN5603900000000,56.0,39.0,"Teton County, WY",2015.0,14574.0,14016.0,558.0,3.8,WY,Low
CN5604100000000,56.0,41.0,"Uinta County, WY",2015.0,9593.0,9120.0,473.0,4.9,WY,Medium
CN5604300000000,56.0,43.0,"Washakie County, WY",2015.0,4233.0,4058.0,175.0,4.1,WY,Low
CN5604500000000,56.0,45.0,"Weston County, WY",2015.0,3930.0,3798.0,132.0,3.4,WY,Low
CN0100100000000,1.0,1.0,"Autauga County, AL",2016.0,25710.0,24395.0,1315.0,5.1,AL,Medium
CN0100300000000,1.0,3.0,"Baldwin County, AL",2016.0,89778.0,84972.0,4806.0,5.4,AL,Medium
CN0100500000000,1.0,5.0,"Barbour County, AL",2016.0,8334.0,7638.0,696.0,8.4,AL,High
CN0100700000000,1.0,7.0,"Bibb County, AL",2016.0,8539.0,7986.0,553.0,6.5,AL,Medium
CN0100900000000,1.0,9.0,"Blount County, AL",2016.0,24380.0,23061.0,1319.0,5.4,AL,Medium
CN0101100000000,1.0,11.0,"Bullock County, AL",2016.0,4785.0,4457.0,328.0,6.9,AL,Medium
CN0101300000000,1.0,13.0,"Butler County, AL",2016.0,9116.0,8484.0,632.0,6.9,AL,Medium
CN0101500000000,1.0,15.0,"Calhoun County, AL",2016.0,45450.0,42470.0,2980.0,6.6,AL,Medium
CN0101700000000,1.0,17.0,"Chambers County, AL",2016.0,14858.0,14044.0,814.0,5.5,AL,Medium
CN0101900000000,1.0,19.0,"Cherokee County, AL",2016.0,11241.0,10671.0,570.0,5.1,AL,Medium
CN0102100000000,1.0,21.0,"Chilton County, AL",2016.0,19029.0,17982.0,1047.0,5.5,AL,Medium
CN0102300000000,1.0,23.0,"Choctaw County, AL",2016.0,4292.0,3926.0,366.0,8.5,AL,High
CN0102500000000,1.0,25.0,"Clarke County, AL",2016.0,7889.0,7030.0,859.0,10.9,AL,High
CN0102700000000,1.0,27.0,"Clay County, AL",2016.0,5579.0,5247.0,332.0,6.0,AL,Medium
CN0102900000000,1.0,29.0,"Cleburne County, AL",2016.0,5738.0,5394.0,344.0,6.0,AL,Medium
CN0103100000000,1.0,31.0,"Coffee County, AL",2016.0,20429.0,19227.0,1202.0,5.9,AL,Medium
CN0103300000000,1.0,33.0,"Colbert County, AL",2016.0,23261.0,21640.0,1621.0,7.0,AL,Medium
CN0103500000000,1.0,35.0,"Conecuh County, AL",2016.0,4512.0,4131.0,381.0,8.4,AL,High
CN0103700000000,1.0,37.0,"Coosa County, AL",2016.0,4344.0,4084.0,260.0,6.0,AL,Medium
CN0103900000000,1.0,39.0,"Covington County, AL",2016.0,15366.0,14325.0,1041.0,6.8,AL,Medium
CN0104100000000,1.0,41.0,"Crenshaw County, AL",2016.0,6401.0,6024.0,377.0,5.9,AL,Medium
CN0104300000000,1.0,43.0,"Cullman County, AL",2016.0,37594.0,35720.0,1874.0,5.0,AL,Medium
CN0104500000000,1.0,45.0,"Dale County, AL",2016.0,19796.0,18648.0,1148.0,5.8,AL,Medium
CN0104700000000,1.0,47.0,"Dallas County, AL",2016.0,15293.0,13880.0,1413.0,9.2,AL,High
CN0104900000000,1.0,49.0,"DeKalb County, AL",2016.0,28996.0,27232.0,1764.0,6.1,AL,Medium
CN0105100000000,1.0,51.0,"Elmore County, AL",2016.0,36921.0,35161.0,1760.0,4.8,AL,Medium
CN0105300000000,1.0,53.0,"Escambia County, AL",2016.0,14433.0,13472.0,961.0,6.7,AL,Medium
CN0105500000000,1.0,55.0,"Etowah County, AL",2016.0,42914.0,40372.0,2542.0,5.9,AL,Medium
CN0105700000000,1.0,57.0,"Fayette County, AL",2016.0,6542.0,6100.0,442.0,6.8,AL,Medium
CN0105900000000,1.0,59.0,"Franklin County, AL",2016.0,13752.0,12941.0,811.0,5.9,AL,Medium
